id,left,top,right,bottom,GSA,depth_mean,depth_stde,depth_min,depth_max,n_km2,X,Y,n_particles,Sin,Sout,nsry,spwn
867,15.05000013,42.15,15.15000013,42.05,17,62.5912380936659,14.5840132108145,27.8500003814697,86.8000030517578,679.313539019048,15.1,42.1,334.7368421052625,131.05000000000004,546.8,739.6190476190475,320.6666666666665
868,15.15000013,42.15,15.25000013,42.05,17,78.4669000179403,9.63725636553829,50.5999984741211,95.3000030517578,768.558824,15.2,42.1,415.7368421052627,215.25000000000023,630.8499999999999,813.5714285714286,403.1904761904762
869,15.25000013,42.15,15.35000013,42.05,17,86.5370009856092,7.64668695258812,67.6999969482422,100.349998474121,790.440893904762,15.3,42.1,391.5789473684205,177.9500000000002,649.3499999999999,838.1428571428571,395.04761904761887
870,15.35000013,42.15,15.45000013,42.05,17,87.443337822126,7.58255321179961,74.3000030517578,101.300003051758,750.541468952381,15.4,42.1,490.4210526315783,218.05000000000013,523.0,792.3809523809523,477.571428571428
871,15.45000013,42.15,15.55000013,42.05,17,76.0965671034064,23.320444913532,0.0,105.889999389648,565.841200842857,15.5,42.1,1400.6315789473672,1245.199999999997,523.9,606.6666666666666,1311.142857142856
872,15.55000013,42.15,15.65000013,42.05,17,84.7469293284747,4.82705989765676,72.5999984741211,97.0500030517578,650.359510995238,15.6,42.1,563.8421052631575,420.4000000000004,523.4,712.9999999999999,583.9047619047616
873,15.65000013,42.15,15.75000013,42.05,17,85.7895780263676,7.09172184374858,69.4499969482422,99.3000030517578,613.83943972381,15.7,42.1,499.2105263157888,346.7500000000007,551.15,678.4761904761905,479.99999999999943
874,15.75000013,42.15,15.85000013,42.05,17,89.6456327024434,7.74672827500934,70.5,102.75,613.69365077619,15.8,42.1,457.9473684210515,329.05000000000024,566.0500000000001,677.8095238095237,457.6190476190473
875,15.85000013,42.15,15.95000013,42.05,17,94.7482477178176,7.64759421232507,77.8499984741211,107.800003051758,667.809012142857,15.9,42.1,446.8947368421042,258.5000000000004,557.1500000000001,735.1904761904761,422.5714285714283
876,15.95000013,42.15,16.05000013,42.05,17,100.022471854256,7.52268474305945,82.1999969482422,112.550003051758,741.944461790476,16.0,42.1,565.684210526315,404.5000000000008,625.0,787.8571428571429,530.0952380952372
877,16.05000013,42.15,16.15000013,42.05,17,106.256754410764,7.37238470574369,88.3499984741211,121.900001525879,815.959049171429,16.1,42.1,602.157894736842,394.95000000000056,730.8,870.6190476190476,596.2857142857132
878,16.15000013,42.15,16.25000013,42.05,17,112.731012119187,6.86534375203638,96.7850036621094,125.25,828.345964071429,16.2,42.1,537.4210526315777,372.1500000000008,813.5000000000001,884.9047619047619,522.0476190476182
879,16.25000013,42.15,16.35000013,42.05,18,118.273131097356,6.63553274520268,103.924583435059,127.0,856.194754076191,16.3,42.1,369.6315789473673,267.6000000000005,907.6,908.9047619047617,369.0476190476185
880,16.35000013,42.15,16.45000013,42.05,18,125.788860974212,4.30413999923612,110.599998474121,134.050003051758,847.998529980952,16.4,42.1,710.1052631578938,593.8999999999986,868.8499999999999,903.4285714285713,705.1904761904743
881,16.45000013,42.15,16.55000013,42.05,18,135.307514290843,4.67580310332452,124.25,148.449996948242,906.545625080952,16.5,42.1,1068.263157894734,792.1999999999988,774.0500000000001,968.0476190476192,1012.6190476190459
882,16.55000013,42.15,16.65000013,42.05,18,157.012841769391,12.2639061175104,134.649993896484,182.699996948242,1262.74259797143,16.6,42.1,1217.7894736842056,740.0999999999992,918.75,1336.6190476190477,1161.2857142857104
883,16.65000013,42.15,16.75000013,42.05,18,198.320605481664,14.5236070198952,165.75,229.199996948242,1674.45963612381,16.7,42.1,1782.2631578947346,823.4999999999989,841.6000000000001,1740.3809523809523,1762.4761904761863
884,16.75000013,42.15,16.85000013,42.05,18,224.15820314818,20.2835212571574,184.949996948242,283.899993896484,1880.71117319048,16.8,42.1,848.2105263157896,257.65000000000026,1273.7999999999995,1803.0,797.857142857141
885,16.85000013,42.15,16.95000013,42.05,18,307.287120287617,48.812184525191,222.949996948242,429.899993896484,337.929954838095,16.9,42.1,141.2631578947371,138.74999999999991,219.95,248.0,125.28571428571465
886,16.95000013,42.15,17.05000013,42.05,18,522.926176961925,99.5249592081214,347.75,687.099975585938,1.69790863052381,17.0,42.1,148.15789473684242,148.7,0.0,0.0,140.90476190476213
887,17.05000013,42.15,17.15000013,42.05,18,763.692367842107,77.2938080456901,665.900024414062,951.049987792969,0.0,17.1,42.1,129.105263157895,124.39999999999972,0.0,0.0,115.23809523809561
888,18.35000013,42.15,18.45000013,42.05,18,442.052282257213,128.198590872894,206.486740112305,773.650024414062,10.1207355731429,18.4,42.1,463.1578947368402,445.75000000000057,0.0,0.047619047619047616,393.19047619047564
889,18.45000013,42.15,18.55000013,42.05,18,230.449567970302,53.3272716280018,135.820236206055,366.149993896484,2123.49475947143,18.5,42.1,2129.947368421052,1511.4999999999957,1438.0,1912.857142857143,2000.3333333333292
890,18.55000013,42.15,18.65000013,42.05,18,166.359848048952,11.8944242435353,121.599998474121,221.399993896484,2995.86216703333,18.6,42.1,3021.6842105263167,1375.7999999999963,1594.35,3102.6190476190477,2883.1428571428673
891,18.65000013,42.15,18.75000013,42.05,18,122.603260035316,12.7557097548366,98.5297012329102,169.5,1330.03020125714,18.7,42.1,2436.105263157897,1586.749999999997,567.0,1403.9523809523807,2440.3333333333453
892,18.75000013,42.15,18.85000013,42.05,18,88.7994566187263,9.38785351760458,75.8968658447266,130.850006103516,936.636542433333,18.8,42.1,1218.5789473684183,690.2499999999986,449.8,971.5714285714286,1229.3809523809518
893,18.85000013,42.15,18.95000013,42.05,18,76.6962702187399,4.84445805102803,62.110034942627,85.0563049316406,973.590575333333,18.9,42.1,570.8947368421057,381.9500000000004,729.2499999999999,966.5238095238096,601.5238095238092
894,18.95000013,42.15,19.05000013,42.05,18,54.4475026746125,20.4187573259879,0.0,72.0852661132812,1005.78759759048,19.0,42.1,487.2631578947367,256.1000000000001,622.4,895.0952380952382,503.8095238095236
895,15.05000013,42.05,15.15000013,41.95,17,20.5895945880847,8.71851083075028,0.0,49.9000015258789,18.8589763555714,15.1,42.0,47.526315789473706,35.69999999999999,0.0,0.0,44.66666666666671
896,15.15000013,42.05,15.25000013,41.95,17,31.7340819971222,13.4105139331678,14.0,67.1500015258789,77.9143137647619,15.2,42.0,91.5789473684211,75.49999999999997,0.0,16.19047619047619,78.76190476190484
897,15.25000013,42.05,15.35000013,41.95,17,40.2292426474806,18.0349909891611,17.3999996185303,75.0999984741211,152.697920528571,15.3,42.0,136.52631578947387,57.79999999999996,114.15,165.95238095238096,128.85714285714286
898,15.35000013,42.05,15.45000013,41.95,17,42.1576334585746,19.7036761696432,17.75,75.4000015258789,175.01548418619,15.4,42.0,130.2105263157896,43.39999999999998,214.7,183.23809523809524,119.85714285714296
899,15.45000013,42.05,15.55000013,41.95,17,40.7553602152814,21.2504522565577,16.7999992370605,79.8000030517578,131.265373739524,15.5,42.0,172.57894736842118,103.44999999999987,0.0,149.66666666666669,161.85714285714266
900,15.55000013,42.05,15.65000013,41.95,18,35.2957845088094,19.4955412494356,15.3999996185303,77.8499984741211,61.3090855490476,15.6,42.0,81.00000000000006,95.74999999999994,0.0,0.0,81.95238095238106
901,15.65000013,42.05,15.75000013,41.95,18,31.1060980909194,17.6593241055326,14.1499996185303,73.9499969482422,34.0954386414286,15.7,42.0,22.47368421052633,21.950000000000014,0.0,0.0,25.142857142857117
902,15.75000013,42.05,15.85000013,41.95,18,31.3791666584503,18.6255967341359,14.1999998092651,77.3000030517578,30.4055516990476,15.8,42.0,20.73684210526317,20.3,0.0,0.0,19.380952380952365
903,15.85000013,42.05,15.95000013,41.95,18,34.1834689674692,21.5772267939616,14.6499996185303,81.6999969482422,31.99163578,15.9,42.0,27.57894736842107,23.95000000000002,0.0,0.0,23.047619047619023
904,15.95000013,42.05,16.05000013,41.95,18,38.0273203628603,24.46866158481,1.59765625,87.1999969482422,52.0558913090476,16.0,42.0,62.21052631578952,55.499999999999964,0.0,0.0,54.47619047619055
905,16.05000013,42.05,16.15000013,41.95,18,44.5236000487995,24.5734940087231,7.05000019073486,95.6849975585938,149.880443351905,16.1,42.0,146.89473684210537,68.99999999999993,71.2,165.47619047619048,146.90476190476193
906,16.15000013,42.05,16.25000013,41.95,18,52.5575857259747,17.9036487957133,20.6949996948242,106.88500213623,540.294982647619,16.2,42.0,562.1578947368421,295.5000000000003,395.4,576.7619047619047,518.7619047619039
907,16.25000013,42.05,16.35000013,41.95,18,75.1896478285392,19.0065471088071,44.9000015258789,114.074996948242,757.889359852381,16.3,42.0,1314.94736842105,1052.999999999999,497.85,799.7619047619047,1277.9523809523791
908,16.35000013,42.05,16.45000013,41.95,18,103.463395303322,10.9130174919585,71.6999969482422,124.099998474121,1001.45739964286,16.4,42.0,691.4210526315776,444.90000000000055,864.75,1099.6666666666665,669.6190476190466
909,16.45000013,42.05,16.55000013,41.95,18,118.70351030512,7.283738145794,102.5,134.399993896484,1043.32197321429,16.5,42.0,964.3684210526314,627.6999999999995,838.3000000000001,1170.0952380952383,939.9047619047603
910,16.55000013,42.05,16.65000013,41.95,18,135.711811150942,8.64844306426289,115.400001525879,164.100006103516,1185.98772719048,16.6,42.0,999.8947368421038,546.1500000000002,895.15,1274.7142857142858,962.38095238095
911,16.65000013,42.05,16.75000013,41.95,18,174.738086001741,22.8487483381525,138.0,227.5,1925.2298471619,16.7,42.0,2034.8947368421025,1027.6499999999987,1086.6,2009.2857142857144,1976.2857142857101
912,16.75000013,42.05,16.85000013,41.95,18,243.279302352005,25.5487618536974,182.649993896484,303.899993896484,1217.24162380952,16.8,42.0,260.7894736842109,163.89999999999998,1157.5000000000002,1191.3333333333335,240.71428571428552
